lr,beta,dpo_step,elapsed_time_sec,model_name,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
1e-06,0.01,2031,12451.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01,46.2457337883959,31.818181818181817,43.59363153904473,53.75423222465644,69.42328618063112,43.173850760054414,32.266054069867955,,61.258278145695364,1.3570068918696192,652.2110732583229
1e-06,0.02,200,985.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step200,45.648464163822524,32.82828282828283,,53.56502688707428,69.42328618063112,43.07357801269517,32.49710767430418,48.56666666666666,51.324503311258276,1.3079548530737697,614.8733418816573
1e-06,0.02,400,1970.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step400,46.160409556313994,31.818181818181817,,53.75423222465644,69.64091403699673,43.18019078952451,32.79060670133024,50.56666666666666,56.80272108843537,1.228894379612416,610.2641547243841
1e-06,0.02,600,2956.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step600,46.2457337883959,31.818181818181817,,53.68452499502091,69.42328618063112,43.19803414888224,32.9729562006587,48.733333333333334,63.63636363636363,1.0954255804558268,615.4475094050568
1e-06,0.02,800,3941.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step800,46.2457337883959,31.818181818181817,,53.843855805616414,69.47769314472254,43.2794651816132,33.420103104207946,44.099999999999994,55.714285714285715,1.1931526177650391,630.6847667026393
1e-06,0.02,1000,4927.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step1000,46.33105802047782,31.818181818181817,,53.82393945429197,69.53210010881394,43.28269056009819,33.835999592193154,50.93333333333333,65.78947368421053,1.0549305149244044,602.5583328704806
1e-06,0.02,1200,5912.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step1200,46.33105802047782,32.323232323232325,,53.833897629954194,69.64091403699673,43.271510020847444,33.748564918859735,49.733333333333334,61.224489795918366,1.2044157394273178,572.7467232165419
1e-06,0.02,1400,6898.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step1400,46.2457337883959,31.313131313131315,,53.764190400318654,69.1512513601741,43.28004674684951,32.649481154447976,49.5,64.52702702702703,1.4684163137635122,607.0839272745434
1e-06,0.02,1600,7883.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step1600,46.33105802047782,31.818181818181817,,53.86377215694085,69.26006528835691,43.32121989439284,33.12782306502303,48.39999999999999,61.58940397350994,1.8400957554940052,605.2223509863226
1e-06,0.02,1800,8869.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step1800,46.58703071672355,32.323232323232325,,53.674566819358695,69.47769314472254,43.287049230815505,32.199840866678194,48.166666666666664,58.108108108108105,1.1338260957150368,615.9007684665831
1e-06,0.02,2000,9854.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02-step2000,46.075085324232084,31.818181818181817,,53.853813981278634,69.26006528835691,43.31175911245712,32.56703324955562,49.23333333333333,60.738255033557046,1.1709927054450964,597.1786179359067
1e-06,0.02,2031,10007.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.02,46.41638225255973,30.303030303030305,42.380591357088704,53.73431587333201,69.31447225244831,43.39939296775846,33.01290575672549,,64.62585034013605,1.2986337472358982,635.04062164546
1e-06,0.04,200,983.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step200,46.075085324232084,31.313131313131315,,53.535152360087636,69.26006528835691,43.090526737416965,33.914679716485594,48.73333333333333,57.71812080536913,1.9184241189029103,608.5735380973538
1e-06,0.04,400,1966.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step400,46.075085324232084,32.323232323232325,,53.714399522007575,69.1512513601741,43.197087117080336,34.36930677269645,,56.25,1.3088369560906157,622.4568799134535
1e-06,0.04,600,2949.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step600,46.160409556313994,31.818181818181817,42.30477634571645,53.77414857598089,69.64091403699673,43.298264829642335,33.457559276054205,49.03333333333333,62.08053691275168,1.1524479248530015,612.967579003823
1e-06,0.04,800,3933.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step800,46.67235494880546,30.808080808080806,41.54662623199393,53.804023102967534,69.58650707290533,43.293074683062,35.422179816220954,48.699999999999996,65.13157894736842,1.315869091927618,662.6360331946719
1e-06,0.04,1000,4916.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step1000,46.41638225255973,33.83838383838384,42.0773313115997,53.843855805616414,69.2056583242655,43.43589291987956,32.95422811473557,49.43333333333333,65.17241379310344,1.470491020294668,589.8226369141203
1e-06,0.04,1200,5899.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step1200,46.41638225255973,31.818181818181817,42.53222137983321,53.89364668392751,69.36887921653971,43.360071489403,31.950059176318835,,62.244897959183675,0.8615665909090261,654.8585425285195
1e-06,0.04,1400,6882.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step1400,46.33105802047782,32.82828282828283,42.456406368460954,53.74427404899422,69.31447225244831,43.3584444132496,32.07245663727798,,59.74025974025974,1.535840599615875,606.4561318687295
1e-06,0.04,1600,7866.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step1600,46.41638225255973,32.323232323232325,43.59363153904473,53.75423222465644,69.36887921653971,43.326424529931465,32.600777049340195,,61.66666666666667,1.01228347985093,614.0248290143434
1e-06,0.04,1800,8849.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step1800,46.2457337883959,31.313131313131315,43.13874147081122,53.82393945429197,69.69532100108815,43.18141406852207,33.139070998284545,,64.23841059602648,0.8890405543946193,628.4372475536622
1e-06,0.04,2000,9832.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04-step2000,46.33105802047782,31.818181818181817,42.00151630022744,53.64469229237204,69.74972796517955,43.24489720268516,33.16655363324867,,61.564625850340136,1.3280091098801463,677.8009400902923
1e-06,0.04,2031,9984.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.04,46.2457337883959,32.323232323232325,42.60803639120546,53.804023102967534,69.58650707290533,43.223861510880205,32.68693732629423,,62.08053691275168,1.0636267609167742,638.1027551142575
2e-06,0.01,200,982.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step200,45.81911262798635,31.818181818181817,41.39499620924943,53.674566819358695,69.31447225244831,43.087224115467315,32.785619932889176,,67.66666666666666,1.1733027900518742,646.760611823215
2e-06,0.01,400,1965.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step400,46.67235494880546,32.82828282828283,45.33737680060652,54.15255925114519,69.58650707290533,43.60001734636981,32.164878079052464,,70.62937062937063,2.0617845228487206,624.9962117361185
2e-06,0.01,600,2948.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step600,47.01365187713311,30.303030303030305,45.640636846095525,54.26209918342959,69.64091403699673,44.08558906610148,35.375969095333716,49.099999999999994,66.66666666666666,2.059666178464033,642.6026296724809
2e-06,0.01,800,3931.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step800,46.92832764505119,30.303030303030305,45.109931766489765,54.311890061740684,69.80413492927094,44.28780094454384,35.80560690080098,53.5,77.21088435374149,2.4088514609286698,656.607394654308
2e-06,0.01,1000,4913.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step1000,46.84300341296928,29.797979797979796,45.564821834723276,54.49113722366062,69.64091403699673,44.498435038260745,35.71318545902649,51.099999999999994,71.72413793103448,2.5325595662012463,649.7134464888351
2e-06,0.01,1200,5896.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step1200,46.92832764505119,30.303030303030305,45.109931766489765,54.46126269667397,69.58650707290533,44.47971903521091,36.7673328989304,51.599999999999994,70.86330935251799,2.5307244144020578,671.2755275106272
2e-06,0.01,1400,6879.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step1400,47.01365187713311,33.33333333333333,46.70204700530705,54.38159729137622,69.80413492927094,44.38800909454814,36.6062048697456,51.49999999999999,76.59574468085107,2.857771262240586,666.8163978749795
2e-06,0.01,1600,7862.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step1600,46.75767918088737,31.818181818181817,45.79226686884003,54.43138816968731,69.74972796517955,44.522555907264234,37.58665895379815,51.733333333333334,70.8904109589041,3.318959812316719,643.5243805983657
2e-06,0.01,1800,8844.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step1800,46.92832764505119,30.808080808080806,46.39878695981805,54.391555467038444,69.91294885745376,44.41324932100968,36.73735687974574,52.699999999999996,73.3108108108108,2.7294684848309383,632.2434456679366
2e-06,0.01,2000,9827.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01-step2000,46.67235494880546,31.313131313131315,45.564821834723276,54.47122087233619,69.74972796517955,44.49385342380191,35.16364357682061,49.699999999999996,69.23076923076923,3.249818447729204,636.676869439096
2e-06,0.01,2031,9979.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.01,46.67235494880546,31.818181818181817,45.41319181197877,54.44134634534953,69.96735582154517,44.433031565368566,36.677404841376436,52.233333333333334,76.01351351351352,2.713293975480722,655.4812647763208
2e-06,0.02,200,989.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step200,46.41638225255973,32.323232323232325,41.31918119787718,53.70444134634534,69.26006528835691,43.201687098261125,33.22024450679752,,60.59602649006622,1.654086506007597,620.8505279336048
2e-06,0.02,400,1978.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step400,46.75767918088737,31.313131313131315,44.50341167551175,54.082852021509666,69.96735582154517,43.69085972486401,31.661546917733833,50.699999999999996,67.3469387755102,1.6421666313697718,657.8932779084896
2e-06,0.02,600,2967.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step600,46.75767918088737,31.313131313131315,46.32297194844579,54.311890061740684,69.74972796517955,44.15856983567495,33.9746317548549,48.9,68.12080536912751,2.154578753287579,639.2727363426
2e-06,0.02,800,3956.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step800,46.84300341296928,31.818181818181817,45.94389689158454,54.26209918342959,69.85854189336234,44.29191483747601,37.040829443653955,49.93333333333333,70.2054794520548,1.9373170031376847,666.7954641542385
2e-06,0.02,1000,4946.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step1000,46.75767918088737,32.323232323232325,44.806671721000754,54.38159729137622,69.74972796517955,44.38253939951497,36.445076840560816,51.73333333333333,66.55172413793103,2.2752469657573595,652.9516266399484
2e-06,0.02,1200,5935.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step1200,47.098976109215016,29.292929292929294,46.171341925701284,54.361680940051784,69.53210010881394,44.329735678219215,35.99543655279104,52.0,70.6081081081081,1.9495313578156,662.2618280455497
2e-06,0.02,1400,6924.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step1400,47.01365187713311,29.797979797979796,46.85367702805156,54.311890061740684,69.64091403699673,44.46679116451838,34.95381144252805,49.233333333333334,68.27586206896552,1.856629796481502,672.603863324807
2e-06,0.02,1600,7913.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step1600,46.67235494880546,31.313131313131315,45.261561789234264,54.29197371041625,69.91294885745376,44.3291022058325,35.808100285021524,50.5,68.83561643835617,2.448643276586206,621.0470676420978
2e-06,0.02,1800,8902.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step1800,46.92832764505119,31.313131313131315,45.489006823351026,54.29197371041625,69.26006528835691,44.36895393461704,35.7206656116881,49.33333333333333,68.24324324324324,2.2248194593692725,639.4819898078393
2e-06,0.02,2000,9891.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02-step2000,47.01365187713311,32.323232323232325,44.88248673237301,54.311890061740684,69.74972796517955,44.36453305401161,36.042921670057666,51.766666666666666,69.93006993006993,2.1241820669326152,636.7650329212895
2e-06,0.02,2031,10045.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.02,46.67235494880546,29.292929292929294,46.019711902956786,54.28201553475404,69.80413492927094,44.42160621799143,37.07956001187959,,71.37931034482759,1.9203776709385043,649.8674287392313
2e-06,0.04,200,982.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step200,46.160409556313994,32.82828282828283,41.69825625473844,53.74427404899422,69.69532100108815,43.10437099728174,33.59120467027486,49.766666666666666,61.920529801324506,1.6463718845373707,597.6450989578154
2e-06,0.04,400,1964.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step400,46.2457337883959,32.323232323232325,43.214556482183475,54.02310296753635,69.53210010881394,43.54609111694271,32.515835760227304,50.49999999999999,67.11409395973155,1.5927794814776666,662.0638968929927
2e-06,0.04,600,2947.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step600,46.58703071672355,30.808080808080806,43.59363153904473,54.13264289982075,69.74972796517955,43.989105880815636,35.05620642118468,48.96666666666667,67.68707482993197,2.133163003667831,646.8252900780828
2e-06,0.04,800,3929.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step800,46.67235494880546,32.323232323232325,45.261561789234264,54.07289384584744,69.58650707290533,44.21391537813084,34.47170175135308,,69.72789115646259,2.588769253689613,682.5672814240667
2e-06,0.04,1000,4911.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step1000,46.84300341296928,32.323232323232325,44.95830174374526,54.09281019717188,69.80413492927094,44.127832530578445,35.171123729482225,52.7,71.42857142857143,2.2035882401837266,691.2095015229544
2e-06,0.04,1200,5894.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step1200,46.50170648464164,31.313131313131315,45.034116755117516,54.172475602469625,69.47769314472254,44.120224167720856,34.988774230153766,50.43333333333334,70.06802721088435,2.293356606409362,633.0414526688785
2e-06,0.04,1400,6876.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step1400,46.75767918088737,30.808080808080806,45.109931766489765,54.25214100776737,69.80413492927094,44.184458940079196,34.85263545171257,49.13333333333333,70.27027027027027,2.392437515401615,651.6616750555747
2e-06,0.04,1600,7859.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step1600,46.41638225255973,31.313131313131315,45.640636846095525,54.212308305118505,69.91294885745376,44.223610356003185,35.32599059384655,50.56666666666666,67.56756756756756,2.5646652255751072,651.192710893847
2e-06,0.04,1800,8841.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step1800,46.84300341296928,29.292929292929294,44.88248673237301,54.13264289982075,69.64091403699673,44.17718616737206,34.39551501128118,48.8,66.10738255033557,2.9437655947757824,684.6902254437044
2e-06,0.04,2000,9823.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04-step2000,46.75767918088737,29.292929292929294,44.95830174374526,54.182433778131845,69.69532100108815,44.15045830241419,35.217334450369464,51.06666666666666,65.87837837837837,2.674373872842346,637.6314746383651
2e-06,0.04,2031,9976.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr2e6-beta0.04,46.41638225255973,30.303030303030305,46.24715693707354,54.15255925114519,69.80413492927094,44.09891982724886,35.62076401725201,,74.82758620689656,2.847505470103505,695.9365150677125
4e-06,0.01,200,990.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step200,46.84300341296928,31.818181818181817,44.655041698256255,54.30193188607847,69.74972796517955,43.819606298871804,31.435480081738675,49.099999999999994,64.86486486486487,2.014606841932736,620.3549261078182
4e-06,0.01,400,1980.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step400,47.696245733788395,30.303030303030305,47.915087187263076,54.86954789882493,69.69532100108815,45.497407866648814,37.614141588762266,56.3,72.69503546099291,3.66632860820246,640.5936567619774
4e-06,0.01,600,2970.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step600,47.269624573378834,30.303030303030305,47.83927217589083,54.93925512846046,69.47769314472254,45.80069194873059,41.69575614923957,55.4,72.69503546099291,3.0878076198828808,643.8753319671364
4e-06,0.01,800,3960.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step800,46.92832764505119,31.313131313131315,46.550416982562545,55.098585939055965,69.58650707290533,45.680587565481986,40.10331476039132,55.733333333333334,68.4931506849315,3.418747021116532,650.9503765484008
4e-06,0.01,1000,4950.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step1000,47.610921501706486,31.818181818181817,47.460197119029566,55.04879506074487,69.74972796517955,45.759640556476334,40.31564027890442,55.766666666666666,69.71830985915493,3.353680343645134,651.8001173297923
4e-06,0.01,1200,5941.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step1200,47.610921501706486,31.313131313131315,47.99090219863533,55.108544114718185,69.80413492927094,45.807200127469294,39.472599369672466,55.83333333333333,69.20289855072464,3.7333946011464496,637.9743459159024
4e-06,0.01,1400,6931.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step1400,47.269624573378834,30.303030303030305,46.7778620166793,55.098585939055965,69.64091403699673,45.974173563114704,39.41015394708263,57.4,65.54054054054053,4.13661392775232,637.5012863561873
4e-06,0.01,1600,7921.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step1600,47.44027303754266,31.313131313131315,46.85367702805156,54.929296952798246,69.85854189336234,45.87140103210871,38.676988169168915,58.633333333333326,70.27972027972028,3.1843021278809336,646.4625119272017
4e-06,0.01,1800,8911.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step1800,47.781569965870304,30.808080808080806,46.32297194844579,54.919338777136026,69.69532100108815,45.75496244052443,39.37768454367744,57.93333333333333,69.09722222222221,3.5620958384016124,653.8343280346028
4e-06,0.01,2000,9901.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01-step2000,47.44027303754266,31.313131313131315,46.7778620166793,54.86954789882493,69.91294885745376,46.04747880581933,39.89725040669867,56.63333333333333,69.79166666666666,3.6967689164375774,650.6763598347709
4e-06,0.01,2031,10055.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.01,47.44027303754266,30.808080808080806,46.626231993934795,54.99900418243377,69.64091403699673,46.00130426228415,42.08544439864005,58.76666666666666,69.79166666666666,3.2986086298116883,665.9862105334089
4e-06,0.02,200,987.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step200,47.01365187713311,31.313131313131315,44.88248673237301,54.23222465644294,69.42328618063112,43.657222690641156,32.65197453866851,47.766666666666666,68.12080536912751,2.3462387583921984,644.2729560029923
4e-06,0.02,400,1975.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step400,47.35494880546075,30.808080808080806,46.70204700530705,54.67038438558056,69.42328618063112,45.070538466236556,36.74483703240735,54.0,69.93006993006993,3.1017833802678787,658.6330873583864
4e-06,0.02,600,2962.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step600,47.44027303754266,27.77777777777778,45.716451857467774,54.63055168293168,69.42328618063112,45.3014530632332,41.908081667752676,55.266666666666666,79.13669064748201,3.3298796683409195,644.2898651668905
4e-06,0.02,800,3950.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step800,47.525597269624576,30.808080808080806,44.579226686884006,54.690300736904994,69.91294885745376,45.471313260673654,39.49382083981613,55.33333333333333,70.50359712230215,3.678459400962468,664.7318252830015
4e-06,0.02,1000,4938.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step1000,47.18430034129693,31.818181818181817,44.88248673237301,54.76000796654053,69.85854189336234,45.46980476417865,38.90056162094354,56.199999999999996,71.78571428571429,3.5097464713481505,635.9950444673095
4e-06,0.02,1200,5925.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step1200,47.35494880546075,31.313131313131315,44.124336618650496,54.82971519617607,69.69532100108815,45.58109598115186,39.35895645775431,54.8,69.50354609929079,3.954345534471508,644.7766018929442
4e-06,0.02,1400,6913.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step1400,47.01365187713311,30.808080808080806,43.290371493555725,54.720175263891655,70.02176278563657,45.59615379648454,40.79774997007939,55.199999999999996,67.02898550724638,3.5306295730977864,664.6970779733731
4e-06,0.02,1600,7901.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step1600,47.01365187713311,30.808080808080806,44.73085670962851,54.720175263891655,69.85854189336234,45.48961917960559,41.21990762288505,57.86666666666666,74.45255474452554,4.002552866505142,613.23904400487
4e-06,0.02,1800,8888.6,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step1800,47.610921501706486,29.292929292929294,44.806671721000754,54.74009161521609,69.69532100108815,45.40051003703145,39.347708524492795,,66.90140845070422,3.4549671901738903,649.4213074619959
4e-06,0.02,2000,9876.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02-step2000,47.269624573378834,30.303030303030305,44.579226686884006,54.85958972316271,69.85854189336234,45.53447914391133,38.93430542072811,58.33333333333333,70.8029197080292,3.8281694334779934,660.5633087091048
4e-06,0.02,2031,10029.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.02,47.35494880546075,31.313131313131315,42.75966641394996,54.67038438558056,69.96735582154517,45.51168656823846,41.61707602494714,54.93333333333333,71.64179104477611,4.029270422976101,629.9740400674206
4e-06,0.04,200,992.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step200,46.67235494880546,32.323232323232325,43.06292645943897,53.97331208922525,69.80413492927094,43.779956416719855,31.800179080395573,48.33333333333333,69.0,2.0848027876270603,654.99832955586
4e-06,0.04,400,1984.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step400,47.01365187713311,31.818181818181817,44.95830174374526,54.54092810197172,69.96735582154517,44.61560841674114,38.053752931111674,51.166666666666664,74.64788732394366,3.0954085185586075,637.3377251868125
4e-06,0.04,600,2977.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step600,46.84300341296928,30.808080808080806,43.89689158453373,54.47122087233619,69.69532100108815,45.0330025778885,39.59998359907268,52.8,72.02797202797203,2.839635502570709,660.9268475819586
4e-06,0.04,800,3969.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step800,47.098976109215016,32.82828282828283,43.290371493555725,54.511053574985056,70.02176278563657,45.14098139510631,36.6386742731508,,70.8904109589041,2.750412279829751,631.522211319234
4e-06,0.04,1000,4962.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step1000,47.35494880546075,29.797979797979796,43.97270659590599,54.560844453296156,69.74972796517955,45.31718039585008,37.510472213726246,,72.6027397260274,2.7411363532893267,695.8038498723369
4e-06,0.04,1200,5954.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step1200,46.92832764505119,29.292929292929294,42.75966641394996,54.550886277633936,69.47769314472254,45.377977205358015,39.9322131943244,,73.64864864864865,2.8606657383741583,634.3328304588064
4e-06,0.04,1400,6946.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step1400,47.18430034129693,30.808080808080806,41.24336618650493,54.68034256124278,69.74972796517955,45.27404610627994,38.849364131615225,,70.27972027972028,3.096391665691653,645.9490570447875
4e-06,0.04,1600,7939.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step1600,47.01365187713311,31.313131313131315,41.39499620924943,54.66042620991834,69.69532100108815,45.224818140506876,39.57876212892902,,70.14388489208633,2.531695706744334,645.7567819438162
4e-06,0.04,1800,8931.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr4e6-beta0.04-step1800,47.35494880546075,30.303030303030305,40.86429112964367,54.580760804620596,70.23939064200218,45.25797943087569,38.57708657473282,,69.58041958041959,2.443569950955035,651.2037101699767
